frame,x,y
6796,1808.9,1617.4
4203,6274.4,3902.7
1170,7708.4,3441.4
5863,2031.6,5061.2
6477,4407,5059.5
4963,1526,7457.8
1125,1091.3,3469.7
692,7830.5,8572.3
6054,8579.3,7865.6
5156,8078.6,7644
4829,4462.7,5059.5
9973,3916.8,1870.8
1562,9520.7,4519.4
4952,4923.6,2622.5
6853,4716.7,4287.1
1046,7036.1,1218.8
7899,430.26,3752.9
5213,9450.7,6612.3
1323,7290.4,3625.3
3176,5019.6,8650.9
3536,7853.2,3854.7
8369,2619.8,6756
112,9464.3,6984.9
6874,4669.6,9252.2
286,980.67,4467.7
9399,4777.4,7015.5
2954,5470.5,5301.7
4684,2350.2,9173.8
8356,1173.6,6337.4
1078,677.03,1018.5
381,3732.1,7989.7
2015,17.935,7855.3
42,4469.8,2911.1
1,9142.8,1681.4
303,1305.5,9186.1
2847,4548.3,4482.6
267,3026.7,6061.8
5162,4508.8,9213.1
449,5801.5,6164.3
291,2406.7,9862.4
289,6526.6,4909.7
4347,4223.7,3680.1
1540,3232.6,4387.8
1348,3512.9,6220.6
134,5061.5,6071.8
6942,7750.7,1254.9
206,1293.6,9941.2
167,622.59,158.23
99,3868,7428.6
2491,5350.7,8465.2
8451,8598.3,9920
9480,1588.5,193.6
278,1119.8,9500.8
3946,5191,4661.5
404,6713.7,5849
453,8709.7,8110.8
4992,2917.9,3651.7
510,9372.2,4431.2
9357,2212.8,9888.1
647,9391.4,3157
5449,7734.1,9574.2
902,5780.7,208.7
8450,7903.8,3730.2
3343,5034.7,3629.7
7664,9338.3,4387.3
7501,7327.1,840.74
3986,3038.7,3704.7
328,8074.4,1275.1
6333,4306.8,3585.8
3482,6018.9,4309.4
6634,338.67,7127.4
2806,1516.6,2847.6
903,4552.8,3230.6
2808,1876,4065.6
4893,6080.9,2728.7
651,4723,7201.2
6449,1563.6,9911.8
4398,6509.6,2904.4
1752,6544.7,2882.1
9587,725.22,171.79
673,1642.8,560.12
909,9337.1,580.29
1239,7123.8,8033.6
8829,7394.3,6833.8
6840,5648.3,5313.6
1937,4134,2010.1
1909,1346.4,989.35
4491,9906.8,1175.1
2073,3239.4,1347.5
1543,3943,9609.7
9221,3424.2,4640.8
3284,3339.1,2742.9
2365,7437.6,7245.1
6906,2390.9,9334.9
395,1111.7,1840
684,1061.8,3077.9
234,4755.6,2202.2
1746,2411.7,5286.2
1915,704.65,6688.8
1237,3625,4067.1
287,8675,9921.5
2951,5238.9,2122
226,4503.9,3461.5
1197,9262.9,9201.5
8673,4792.2,4187.4
1493,1763.7,619.43
4573,5943.3,8534.7
451,7985.2,4990.4
304,1182.3,1031.9
4599,4385.2,7649
6979,7710.4,6417.9
9169,2695.2,6356.8
5478,4766.2,987.18
2570,3590.2,5405.5
4296,2328.1,9847.2
336,7147.8,6291
97,6266.2,7243.3
23,1338.2,8246.4
2755,987.11,94.703
3610,6509.8,2799.2
4303,2077.2,1625.5
5499,8132.4,1639
5259,479.88,5370.4
9546,718.95,3093.3
121,4359.4,6518.4
6089,3517.9,2888.5
9558,6114,7450.7
2542,401.58,9369.5
1565,4647.5,5915.7
1801,4061,1.6775
143,902.27,7705.1
8709,7861.2,3718.9
2898,2052.9,3254.8
1,1585,4933
4196,8660.4,3679.6
8302,8951.3,3173.8
6377,5685.2,3239.6
4257,1384,8346.7
8996,3809.8,6698.4
448,9449.4,6998.1
7374,6283.9,1982.6
248,263.52,2564.6
559,2745.2,6056.2
96,2785.5,6809.3
642,2949.8,4234.8
2233,7932.1,4974.4
8446,6769.1,344.28
1402,727.65,2993.1
307,2089,3211.9
238,976.82,98.556
6642,9096.2,4412.9
1303,8126,1243.1
2378,7137.2,5629.7
8232,1024.1,5736.1
1977,8847.3,7380.8
1936,1455.2,2691.4
9634,9410.1,6473.5
1262,7629.4,8171.4
2296,7205.6,6362.1
971,3643.1,269.24
1428,47.66,4822.5
1287,4118.9,9620.3
7573,7312.3,9340.7
8132,7596.7,6319.7
394,7828.7,3101.9
7069,7193.4,6910.4
3715,429.8,6567.2
1330,3476.2,6292.7
1731,7186.9,7221.1
9347,9032.7,1510.3
9232,6384.2,7768
6798,1916,1605.9
287,9105.3,8004.5
8602,2198.6,7183.3
244,2835.2,154.49
8694,1021.2,9995.5
326,2441.4,5048
403,7512.4,197.55
2574,8318.9,7098.5
2873,1422.2,6190.9
2477,1062.3,6126.4
9159,65.988,3880
9129,2612.6,801.03
4543,7996.3,2003
4961,6525.3,9592.9
3,5463,7107.9
10,6210.5,9974.3
8289,4280.9,8559.3
6944,6212.3,1033.9
858,7364.4,4120.5
1359,4342.7,5964
1342,8484,827.11
6265,8347.7,7805.8
5858,7865.7,5575.5
9228,6367.5,7792.4
2675,9118.5,9166.5
83,2717.8,6048.5
