frame,x,y
5287,2616.1,981.28
705,9680.3,1341.4
30,3634.9,5681.4
703,9988.6,7634.6
54,6835,5601.8
619,5882.5,132.79
1697,949.48,5875
2008,9243.1,4970.6
1716,4468.8,1311.5
2607,4987.7,5336.9
1208,5269.5,2689.1
820,9077.7,4199.7
2735,5194.4,2655.2
141,5855.2,8240.9
221,2922.4,643.34
2001,6890.8,6367.6
277,1454.9,4491.7
2270,7645.6,8524.1
209,2434.8,5865
289,1676.5,3719.5
3635,6459.8,7949.5
3122,5800.7,2603.2
4904,6185.3,6934.2
146,6656,8169.3
5570,9813.9,852
174,6742.5,2800.6
88,8079.8,5373.8
39,5531.4,1432.5
6660,4023.6,4999.2
13,5480.5,1354.6
345,751.49,6896.6
2735,1496.4,3683.8
977,859.27,7239.7
897,3978.5,1090.9
4554,3680.7,9839.6
3,2088.5,150.96
5091,7130.9,1181.4
163,1011.4,773.27
3091,5773.5,2576.3
1627,9390.5,5869.3
3826,1948.9,3109.4
2466,4167.4,4952
2553,506.35,3562.8
4457,1196.9,4.7104
449,8844.3,5072.7
47,1636.7,3697.7
148,9724,7459.8
417,3397.4,9150.1
497,7003.2,5765.1
17,7356.1,9873.5
146,8961.3,4530.4
2317,2661.6,1101
401,6238.9,6943.8
2161,1462.9,1298.6
900,5877.7,1588.4
2117,8744.8,4228
770,2648,1136.1
1549,6919.3,7802.4
137,3502.9,7873.7
6829,8738.7,1382.8
3715,9791,6559.7
2826,5947.9,9705
222,2114.9,5713.4
1339,9280,2494.3
3647,5131.5,2888.8
2307,2818.9,9298.7
7225,5092,1226.9
34,4047.5,2800.8
8684,3619.9,5684.5
1845,3122.8,283.02
3306,9987.7,2438.6
180,4007.1,1123.3
4024,9652.9,2772.2
2177,1143,8968
176,3937.1,6080.3
1340,9323,2508.2
4052,3729.1,8521.6
649,6315.4,6979.8
8068,3346,9127
9786,7499.3,7541.2
326,6868,5140
37,7699.4,5238.1
850,7780.8,2832.3
1725,7615,8334.5
4884,7468.5,9460.9
3,201.19,4825.1
30,1251,9946.6
2161,8398.3,3790.1
1359,1591.9,8869.5
44,7065.1,3303.4
805,9427,7531.3
5559,523.13,4591.3
1060,4319.2,6387.5
272,217.67,6879.6
84,872.74,4858.4
125,6820.8,5621.1
1632,867.1,3117
93,3043.4,6738.5
608,6993.6,5473.3
149,7270.8,9920.5
5199,150.16,411.02
305,2954.7,928.48
4822,4545.5,556
73,3780,5957.3
357,3952.6,4404.6
6731,7473,7427.8
262,8898,5118.4
6,5828.9,3407
543,5600.3,2858.4
2523,8778.8,1426.6
2658,3642.6,8500.4
1052,5730.8,5955.4
2644,5410.9,8654.6
2825,9979.2,5007.3
3820,5801.8,2233.7
3829,3967.2,3684.9
3153,5878.1,3287.8
523,7523.5,5032.2
1145,5140.7,1510
34,5609.9,2706.2
149,1686.9,3991.7
213,4646.5,150.6
114,3927.7,6103.2
1171,4901.6,8474.6
2626,8402.4,6295.2
59,6481.7,1342.7
6903,8775.6,1389.1
12,944.41,5494.3
2311,6689.9,2724
529,8329.5,9034
2473,4631.6,9535
1652,5734.8,6946.8
1905,4102.6,1117.3
1109,5868.7,1663.9
9222,664.51,2421.7
5613,6903.4,64.159
6889,5795.5,1441.1
3377,4520.9,197.07
1388,1594,8538.5
1893,3981.8,1085.4
1009,2705,899.73
4454,1131.7,49.697
449,4881.8,1702.1
786,9854.8,6811.5
395,5442,8701.5
53,9535.3,1354.2
2267,5540.9,1335.7
1873,7591.2,4686.2
409,3409.6,1122.3
12,6088.3,9706
424,2242.8,6138.9
4911,6470.3,5370.4
7630,7315.2,9837.9
62,6067.9,5918.4
6723,8359.9,9248.3
616,4791.2,804.35
83,3163.7,9428.7
4905,5406.9,8747
46,5682.4,5952
61,7123.4,1139
160,2040.5,145.65
4104,3364.6,6123.5
1968,8513.2,6269
343,2335.2,5192.4
459,3358.7,1753.8
73,4203.6,5587.8
1264,2531.1,3920.6
152,1180.3,111.47
1184,8574.8,9606.6
5861,9481.3,8538.8
2058,4806.5,788.12
64,3104.8,2748.3
363,1551.3,7012
98,2013.3,3117.2
178,9688.2,2820.6
28,3415,7908.7
4934,4081.8,1772.8
310,7859.8,4856.7
5267,8576,9677
1102,7418.8,5122.9
136,9626,1325.8
1956,7286.6,9902.8
197,31.618,3105.2
1619,1823,7124.6
190,5352.7,7649.7
540,6664.6,4110.9
587,1211.9,9913.6
7,2748.6,6100.4
4080,2701.3,8411.7
2503,1403.5,1083
77,1097.7,1897.1
140,2188.9,5701.1
3347,8430.9,3877.9
239,1161.7,1829.4
171,2767.3,6220.4
9609,3037.8,2710.5
2695,9015.7,8706.7
399,468.31,4522.5
173,6215.7,6989.5
8748,676.2,6861.9
4109,9331.9,61.919
3300,8016.1,8508.1
288,2746.5,2808.3
285,9050.7,8885.2
5674,3676.8,466.93
4509,9254.2,1646.1
120,880.63,5125.1
666,980.13,5825
2372,4935.5,5309.6
119,1524.1,1317.9
270,2777.8,922.42
81,5935.5,3453.5
90,735.16,6814.2
586,9590.7,1450.1
37,5340.3,7673.3
1051,7769.1,5143.1
1631,4734.4,7991.5
413,7687.6,5138.9
438,866.65,5400.3
6651,9383.6,2287.2
961,7658.2,5214.5
2667,7522.3,3011.2
5089,7684.2,8501.5
3761,3130.8,251.24
624,5722,9432.8
2,3971.4,2975.5
1048,4414.5,8363
6243,5991.1,9734.5
4243,7369.1,5161.5
25,8716.5,4169.3
154,4506,4464.8
2038,666,402.01
3033,4580.6,1833.3
4101,3316.7,6099.2
113,6258.1,3966.1
4247,7176.8,8019.7
112,3098.5,2798.6
339,9873.5,8323.8
260,3296.1,9085.9
3485,9931.8,3671.6
294,9407.8,5634.4
19,3946.6,7769.2
260,4636.3,8279.6
1211,5276.8,2671
2510,2281.7,6443.4
726,6720.4,1382.2
5278,5921.1,3326.2
210,1058.5,935.39
142,8562.5,6656
1220,8159.7,6552.6
155,2591.3,2593.1
3205,3658.8,7403.2
18,3442.9,6331.2
4621,7625.4,7783.8
2164,6525.2,9436.2
1615,7799.9,2896.9
16,5125.4,2667.3
284,8528,6203.8
59,4393,7193.1
1861,1220.8,6704.8
919,7154,8583.9
689,9644.1,1282.8
357,9362,4974.1
63,2328.4,1528.9
44,1007.1,8569.5
8172,8619.1,8113.8
301,6276.8,6498.6
181,7296.8,5104.5
2092,7713,5189.5
5462,6297.5,6944.1
4864,4191.1,5582.2
433,943.03,5365.8
15,5156.1,5568.1
2364,64.23,1053.7
4805,699.51,2346.3
4846,4545.6,4476.1
64,3319.7,6124.7
4588,9354.9,5855.7
309,7203.9,8526.8
775,2569.4,3895.7
540,8665.2,4147.3
3068,9517.6,1300.1
261,9976.6,3667.5
256,5680.9,6981.6
2914,6007.7,9692.7
475,1681.6,3675.2
812,6530.1,6326.3
497,2310.7,1617.8
244,8876.9,5063.5
6465,8660.3,8382.1
407,5861,1508.9
1279,7338.2,5200
533,8672,111.74
300,7496.6,8836.8
3698,9191.5,1699.6
35,4997.8,7297.8
1095,909.43,263.34
533,9067.4,123.74
5683,1574.9,4002
1052,4952.4,5224.6
2300,1258.5,9876.1
