frame,x,y
455,4989.5,8359.3
1522,2103.2,8294.7
1537,4870.4,1788
2780,6342.8,2082
1502,7365.1,6138
1607,8254.1,6387.4
866,2901.1,5195.2
5361,2575.2,2928.7
6550,9698.7,7681.6
4904,2940.9,51.168
1341,4315,7141.8
385,8527.5,8598.8
3326,2782.3,8051.9
1156,1830.1,2931.6
379,5966.2,7093
3483,13.697,8797.9
520,19.338,5101.7
6151,9238.5,5620
205,1832.6,8051.4
349,851.06,3714.9
281,5658.2,4254.8
172,2507.4,763.37
833,7281.3,1573
5265,5651.7,6291
316,5857.4,2179
2845,5838.9,5914.5
932,4238.2,8964.1
702,5847.3,2185.7
88,8879.5,3453.4
474,4797.1,4349.1
283,5641.2,4242.4
721,3854.7,3362.2
1794,496.28,3580.4
4250,6665.1,9529.9
745,2389.9,800.65
1931,4311.2,6024.7
18,2992.2,8972
1521,8296.3,5857.7
2181,97.717,3521.8
1271,7561.1,6470.6
75,8900.3,3460.7
522,6407.9,2708.3
4177,1515,9170.3
3721,6453.6,4691
2038,971.3,7171.6
1404,3624.3,8699.3
9324,5220.9,2548
4755,4313.8,7059.2
2869,4393.9,2637.6
176,7179.8,2880.5
528,8319.4,4471.7
1468,9699.8,9809.4
161,9389.9,9808.2
997,7038.6,9171.6
3263,9962.3,2939.3
1396,2875,7202.9
35,6454.5,2662.3
1094,995.68,2548.8
3283,3636.8,6257.6
171,5511.8,253.21
66,1608.6,4483.7
362,6252.8,8023.8
2990,3799.8,7365.7
5047,3897.3,5524.7
147,8908.4,4757.2
326,8013.7,642.59
126,3460.3,5247.6
161,4328.4,9150
715,1399.7,9033.8
3657,3111.6,4737.4
2023,9059.3,9441.2
43,83.72,2957.4
6254,368.76,5037.5
18,9066.2,6790.4
44,2520.5,6151.9
188,9375.4,3993.5
2713,7512.9,9567
263,4298.9,4834.7
3744,1108.2,8252
405,9245.6,9239.1
623,255.6,4985
902,4236.2,5982.8
244,6405.9,2723.6
1818,8628.3,6956.5
3529,6673.1,6831
107,1091,4907.2
3097,824.02,1409.4
271,7164.4,2226.4
135,1904.7,9698.7
4211,6359.6,954.27
40,866.3,2655.5
730,1125.7,54.578
823,3897.7,3366.7
242,6081.4,7100.4
430,7612.1,6505.9
2614,4578.8,1211.5
1508,5612.6,6372.2
4279,4446.1,4637.7
608,7092.7,9044.8
247,2922.3,105.03
5274,4716.4,35.003
663,286.24,461.85
878,2400.7,2937.3
446,1551.4,6047.4
5407,2135.6,4804.5
4950,6196.9,1913.8
2228,2046,9203.3
325,4375,8929
234,3255,9088.8
778,8822.7,3398.9
1140,7242.1,48.89
2094,8855,4798.7
2755,8205.2,1748.2
774,564.06,3409.5
53,5865.8,2190.3
256,8867.4,5536.5
1087,1174,7086.7
575,3056.7,6766.3
5075,2807.1,7996.9
407,2186.5,4763.6
3108,5136.3,2639.2
493,3152.1,6691.1
2388,2323.5,158.52
765,2852.2,7125.9
1070,2161.2,4657
7540,9949.6,4341.2
160,2637.6,2728.4
40,4102.9,4194.7
214,7526.3,9590.6
1274,2242.6,6249.1
841,2458,748.5
2899,2487.2,2947.5
8797,5046.4,355.35
769,7048.9,9173.3
943,3835.8,3428.9
235,9553,3208.9
3669,6269.5,314.58
1545,8791.3,861.44
256,6821.1,8436.9
9147,6187.6,597.07
5398,4462.5,4661.7
236,8891.6,3425.1
5395,2877.3,7151.3
1789,8798.9,6801.8
720,8510.9,8698.9
1653,7125.2,703.3
440,9447.1,2101.7
432,6672.9,5018.3
264,6189.5,8043.4
470,2677.8,5282.7
1449,4510.1,9281.2
138,1814.3,2184
1775,9397.8,5576.6
937,3231.9,6075.8
3710,3242.5,8985.1
637,5932.4,2937.6
266,23.403,5271.2
284,7930.2,917.83
893,7997,1202.5
4965,9796.3,5102.4
1515,8185.9,6875.3
2877,5448.8,1599.9
36,7211.9,2921.2
2855,4866.6,9853
241,5987.8,7081.9
195,2471,4654.9
69,9025.5,5560.7
356,2048.7,5075.5
781,6835.6,9996.2
