frame,x,y
5974,7498.6,9136.9
280,5904.1,5614.2
3437,1206.2,9449.3
5969,7472.3,8839.9
203,4572.8,8498
88,6174.5,9989
9069,2865.3,4892.3
175,1807.6,990.93
354,1797.5,4570.5
6754,2726.2,5778
474,2694.8,9450.9
789,2370.4,3834.7
77,9782.6,7496.5
2848,1151.4,9452.8
2282,6115.8,2478.5
133,5130.4,3126.4
156,3043.1,3651.1
1410,1120.8,5510.3
157,1053.4,5651.4
3515,5113.4,1895.6
1951,2585.6,2589
594,3092.4,9731.4
4571,2678.9,8740.2
63,1679.2,1111.2
558,4123.1,7327.4
309,6909.8,2480
94,8739.9,6672
9038,5128.2,6188.6
347,1144.5,8615.5
274,8820.5,1739.8
6120,5256.5,1903.9
358,7961.3,7845.2
3205,526.13,7473.6
168,9671.4,3757
613,5430.4,3830.3
46,8655.4,9737.2
3769,8148.4,57.298
2368,6436,1332
5543,4864.5,9157.7
28,5761.6,1201.1
250,8309.2,6860
4422,465.47,4047.1
907,5321.6,5550.9
581,8832.7,6719.3
3086,6272.8,1783.1
57,8589.7,2664.4
59,7564.7,4377.4
9066,2897.7,4937.9
1911,5284,9270.8
246,3508.9,432.25
609,5377,3835.6
1944,8968,9876
5811,6289.4,9135.2
4361,4341.8,8502.7
1555,9898.1,9475.5
1024,6697.1,9215.2
2512,1047.1,8135
1833,6010.1,6625.5
538,2944,7069.2
1693,2099.4,7111.4
266,2295.9,6472.1
552,1598.5,3595.4
837,8842.9,5591.2
998,8585.4,5019.9
1457,640.12,863.46
9860,7519.7,9098.8
523,8102.1,5261.2
1035,7034.9,4498.6
4291,5095,4857.8
1132,4034,304.63
1925,5557.8,320.17
388,7900.5,3914.8
314,3959.9,285.57
2070,8208.4,6351.9
6034,5836.2,1704.6
13,3417.7,5177.8
186,6274.4,1634.6
6455,1670.1,7893.2
270,7524.7,1712.2
2437,8972.1,3218.9
585,5463.7,8265.5
40,876.75,3657.5
6373,9560.5,6102.3
252,3516.1,431.21
4915,3497.8,439.74
1941,3799.8,2835.4
171,618.93,3774
333,2800.6,2142.9
1292,2441.3,6928.8
678,6239,764.31
521,2675.8,366.13
4540,3880.5,8630.6
8135,2870.2,7068.8
409,3186.8,3460.5
2655,2813.5,312.6
10,9052.4,485.96
39,125.94,4884.2
870,2714.6,5746.4
1287,889.45,2222.7
1496,1713.6,8655.1
582,5511.7,8246.3
3274,8880.6,5843.8
686,4750.8,7493.7
3675,6354,1315.1
1446,6540,3451.2
208,3467.9,8558.9
1029,976.2,6627.5
383,4665.6,4345.3
149,9706.3,8999.3
4664,4313.6,670
274,3869.9,1224.2
1094,4395.9,1332.7
2007,6008.6,8257.4
4795,6282,9159.5
369,9500.6,8737.2
1682,6550.1,5835.9
641,886.19,4731.4
3890,3337.1,8941.8
1089,5127,4567.4
7913,2178.3,6524
4099,6043.9,6693.5
62,6022.7,1007.4
31,2261.2,3869.7
557,1666.1,4506.9
5992,4193.2,5426.3
3198,6375.6,1631.9
6280,5970.3,531.86
294,1328.6,7329.4
3449,5450.5,4920.9
700,6499.6,440.89
8277,2027.2,6484.7
448,1738.8,4180.4
2681,7606.3,1591
1295,118.84,4411.4
3769,6116.8,8852.5
894,42.794,1805.2
5325,3293.4,6871.4
160,8801.3,4851.7
2117,2898.7,4884.5
590,6818.7,8195.6
1887,3108.6,5847.7
855,4362,3234.9
36,8781.1,2425.7
3010,7325.8,6583.3
1225,5525,416.18
378,9850,3759.2
822,4912.9,8562.2
29,9472.2,7701
130,5514.2,2385.7
278,8339.5,6672.1
324,8515.5,6449.4
4245,1947.7,6501.2
36,7724,6810.1
1011,3436.1,880.23
2720,9982.4,9780.2
177,43.925,1184.2
1401,8813.4,1662.1
121,5068.9,6118.8
2912,8178.6,6735.8
3519,1674.4,4456.8
3081,7287.3,1161.2
2169,2352.8,3842.4
7822,1755.2,4177.2
925,1490.5,1488.1
155,4593.9,521.99
3414,7078.8,6934.5
61,7425.6,1366.9
5008,2056.7,4722.6
16,7121.7,9122.1
3197,6361.4,1634.2
388,291.65,3046.1
37,6172.5,9610.7
4518,4726.5,8980.9
148,9633.5,4853.7
1557,4564.4,487.54
2820,3130.8,5822.4
1274,6369.9,740.33
2865,3484.9,6250.4
5953,8097.7,1587.6
442,716.58,9574.4
1324,2199.3,6642
